所属天/单元,单词,词性及中文释义
第33天 Unit 9 Lesson 1,absorb,v.吸收(液体、知识等);理解;使全神贯注;同化
第33天 Unit 9 Lesson 1,straw,n.稻草;吸管
第33天 Unit 9 Lesson 1,occupy,"v.使用,占用;忙着(做某事)"
第33天 Unit 9 Lesson 1,*occupation,"n.职业,工作;使用,占用"
第33天 Unit 9 Lesson 1,abstract,adj.抽象的 n.摘要;抽象派作品 v.提取
第33天 Unit 9 Lesson 1,contract,"n.合同,契约 v.与……订立合同;缩小"
第33天 Unit 9 Lesson 1,drag,"v.拖,拉,拽 n.累赘;无聊的事"
第33天 Unit 9 Lesson 1,subtract,"v.减去,扣除"
第34天 Unit 9 Lesson 2,,
第34天 Unit 9 Lesson 2,inferior,adj.差的;劣等的;级别低的
第34天 Unit 9 Lesson 2,super,adj.极好的;超级的 adv.特别
第34天 Unit 9 Lesson 2,supermarket,n.超级市场;超市
第34天 Unit 9 Lesson 2,superior,"adj.更高级的;更好的 n.级别更高的人,上级"
第34天 Unit 9 Lesson 2,supreme,adj.最高的;至高无上的;最大的
第34天 Unit 9 Lesson 2,supervise,"v.监督,管理,指导"
第34天 Unit 9 Lesson 2,*supervision,"n.监督,管理,指导"
第34天 Unit 9 Lesson 2,monitor,"n.班长;监督员;监视器 v.监视,监测"
第34天 Unit 9 Lesson 2,visit,v./n.访问;参观;看望;逗留
第34天 Unit 9 Lesson 2,*visitor,"n.来访者,访问者;参观者,游客"
第34天 Unit 9 Lesson 2,superficial,"adj.肤浅的,表面的"
第34天 Unit 9 Lesson 2,visible,adj.可见的;明显的
第34天 Unit 9 Lesson 2,invisible,adj.看不见的;无形的
第34天 Unit 9 Lesson 2,vision,n.视力;视野;幻象;远见卓识
第34天 Unit 9 Lesson 2,video,n.录像;视频
第34天 Unit 9 Lesson 2,devise,"v.设计,发明;想出"
第34天 Unit 9 Lesson 2,revise,v.修改;复习
第34天 Unit 9 Lesson 2,*revision,"n.修改,修订;复习"
第34天 Unit 9 Lesson 2,review,v.复习 n.回顾;检查;评论;检阅
第34天 Unit 9 Lesson 2,view,n.看;看法;风景 v.看;看待;观察
第34天 Unit 9 Lesson 2,surround,v.包围;环绕
第34天 Unit 9 Lesson 2,surroundings,n.环境
第34天 Unit 9 Lesson 2,circumstance,n.条件;环境;状况
第34天 Unit 9 Lesson 2,circle,"n.圆;圈子,阶层 v.环绕;画圈"
第34天 Unit 9 Lesson 2,circuit,n.环行;环行路线;电路;赛车道
第34天 Unit 9 Lesson 2,climate,n.气候;氛围;形势
第34天 Unit 9 Lesson 2,atmosphere,n.大气;空气;气氛
第34天 Unit 9 Lesson 2,environment,n.环境;自然环境
第34天 Unit 9 Lesson 2,*environmental,adj.自然环境的;生态环境的;(有关)环境的
第34天 Unit 9 Lesson 2,pollute,"v.污染,弄脏"
第34天 Unit 9 Lesson 2,pollution,n.污染;污染物;垃圾
第34天 Unit 9 Lesson 2,greenhouse,"n.温室,暖房"
第34天 Unit 9 Lesson 2,recycle,v.回收;再循环
第34天 Unit 9 Lesson 2,fog,n.雾;困惑
第34天 Unit 9 Lesson 2,*foggy,adj.有雾的
第34天 Unit 9 Lesson 2,cigaret(te),"n.香烟,纸烟,卷烟"
第34天 Unit 9 Lesson 2,alcohol,"n.酒精,乙醇;酒"
第34天 Unit 9 Lesson 2,joke,"n.玩笑,笑话;笑柄 v.开玩笑"
第34天 Unit 9 Lesson 2,revive,"v.(使)苏醒,复活;恢复"
第34天 Unit 9 Lesson 2,*revival,"n.复兴,再流行;复苏"
第34天 Unit 9 Lesson 2,vivid,"adj.生动的,逼真的;鲜艳的"
第34天 Unit 9 Lesson 2,survive,"v.生存;幸存,幸免于难;艰难度过"
第34天 Unit 9 Lesson 2,*survival,"n.生存;存活,幸存"
第34天 Unit 9 Lesson 2,*survivor,"n.生还者,幸存者"
第34天 Unit 9 Lesson 2,death,"n.死,死亡;毁灭"
第34天 Unit 9 Lesson 2,breath,n.呼吸;一口气;微量
第34天 Unit 9 Lesson 2,breathe,v.呼吸
第34天 Unit 9 Lesson 2,live,"v.活着,生活;居住 adj.活的;直播的"
第34天 Unit 9 Lesson 2,living,adj.活着的 n.生计;谋生;收入
第34天 Unit 9 Lesson 2,lively,adj.活跃的;精力充沛的
第34天 Unit 9 Lesson 2,alive,adj.活着的;继续存在的
第34天 Unit 9 Lesson 2,evil,"adj.恶毒的,邪恶的 n.邪恶"
第34天 Unit 9 Lesson 2,terror,n.恐惧;恐怖行动
第34天 Unit 9 Lesson 2,*terrorist,n.恐怖分子
第34天 Unit 9 Lesson 2,*terrorism,n.恐怖主义
第34天 Unit 9 Lesson 2,horror,n.震惊;恐惧;恐怖故事
第34天 Unit 9 Lesson 2,*horrible,adj.可怕的;糟糕的;讨厌的
第34天 Unit 9 Lesson 2,trap,v.使陷入困境 n.陷阱;圈套;诡计;困境
第34天 Unit 9 Lesson 2,dilemma,"n.(进退两难的)窘境,困境"
第34天 Unit 9 Lesson 2,trace,"n.痕迹;踪迹 v.追踪,跟踪;找到;追溯"
第34天 Unit 9 Lesson 2,race,n.赛跑;竞争;种族 v.比赛
第34天 Unit 9 Lesson 2,*racial,"adj.人种的,种族的"
第34天 Unit 9 Lesson 2,hunt,"n./v.打猎;搜寻,搜索"
第34天 Unit 9 Lesson 2,*hunter,n.猎人;狩猎者
第34天 Unit 9 Lesson 2,seek,v.寻找;探索
第34天 Unit 9 Lesson 2,trail,n.踪迹;痕迹;路线 v.跟踪;拖
第34天 Unit 9 Lesson 2,railway,"n.铁路,铁道;铁路公司;铁路部门"
第34天 Unit 9 Lesson 2,route,"n.路线;途径,渠道"
第34天 Unit 9 Lesson 2,track,"n.轨道;踪迹 v.跟踪,追踪"
第34天 Unit 9 Lesson 2,lane,"n.(乡间)小路,小巷;车道"
第35天 Unit 9 Lesson 3,,
第35天 Unit 9 Lesson 3,normal,"adj.典型的;正常的,一般的 n.常态;通常标准"
第35天 Unit 9 Lesson 3,*normally,adv.通常;正常地
第35天 Unit 9 Lesson 3,abnormal,adj.不正常的;反常的
第35天 Unit 9 Lesson 3,abandon,"v.遗弃,抛弃;放弃;陷入"
第35天 Unit 9 Lesson 3,abolish,"v.废除,废止"
第35天 Unit 9 Lesson 3,*abolition,"n.废除,废止"
第35天 Unit 9 Lesson 3,abuse,n.滥用;虐待;辱骂 v.滥用;虐待;辱骂
第35天 Unit 9 Lesson 3,*abusive,adj.滥用的;虐待的
第35天 Unit 9 Lesson 3,enormous,"adj.巨大的,庞大的,极大的"
第35天 Unit 9 Lesson 3,vast,"adj.巨大的,广大的"
第35天 Unit 9 Lesson 3,immense,"adj.巨大的,极大的"
第35天 Unit 9 Lesson 3,giant,adj.巨大的;伟大的 n.巨人;伟人;大公司
第35天 Unit 9 Lesson 3,large,adj.大的;大量的;大规模的;众多的
第35天 Unit 9 Lesson 3,*largely,adv.在很大程度上;多半;主要地
第35天 Unit 9 Lesson 3,tremendous,"adj.巨大的,极大的;极好的"
第35天 Unit 9 Lesson 3,heaven,n.天堂;天空
第35天 Unit 9 Lesson 3,victory,"n.胜利,成功"
第35天 Unit 9 Lesson 3,*victorious,"adj.胜利的,获胜的"
第35天 Unit 9 Lesson 3,triumph,"n.巨大成功,伟大胜利;喜悦 v.打败,战胜"
第35天 Unit 9 Lesson 3,win,"v.获胜,赢;获得"
第35天 Unit 9 Lesson 3,winner,n.获胜者;赢家
第35天 Unit 9 Lesson 3,vary,v.改变;变化;使多样化;不同
第35天 Unit 9 Lesson 3,*variable,"n.变量,可变因素 adj.可变的;易变的,多变的"
第35天 Unit 9 Lesson 3,various,"adj.各种各样的,不同的"
第35天 Unit 9 Lesson 3,variety,n.多样化;种类;变种
第35天 Unit 9 Lesson 3,alter,"v.(使)改变,改动,更改"
第35天 Unit 9 Lesson 3,alternate,v.(使)交替;(使)轮流 adj.交替的 n.代替者
第35天 Unit 9 Lesson 3,alternative,n.可供选择的事物 adj.可供替代的;另类的
第35天 Unit 9 Lesson 3,shift,"v.转移,挪动;改变 n.改变;轮班"
第35天 Unit 9 Lesson 3,rapid,adj.迅速的;瞬间的
第35天 Unit 9 Lesson 3,*rapidly,"adv.快速地,迅速地"
第35天 Unit 9 Lesson 3,speed,v.加速;迅速前行 n.速度;速率;快速
第35天 Unit 9 Lesson 3,rate,n.速度;比率;价格 v.评价;划分等级
第35天 Unit 9 Lesson 3,accelerate,"v.(使)加速,加快"
第35天 Unit 9 Lesson 3,penetrate,"v.进入;渗透,打入(组织、团体等)"
第35天 Unit 9 Lesson 3,exaggerate,"v.夸张,夸大"
第35天 Unit 9 Lesson 3,evolve,"v.进化;(使)演变,(使)发展"
第35天 Unit 9 Lesson 3,*evolution,n.进化;发展
第35天 Unit 9 Lesson 3,*evolutionary,adj.进化的;逐渐发展的
第35天 Unit 9 Lesson 3,revolve,v.旋转;环绕
第35天 Unit 9 Lesson 3,revolution,n.革命;变革;旋转
第35天 Unit 9 Lesson 3,*revolutionary,adj.革命的;突破性的
第35天 Unit 9 Lesson 3,involve,v.涉及;包含;需要
第35天 Unit 9 Lesson 3,innovation,n.创新;改革
第35天 Unit 9 Lesson 3,innovative,"adj.创新的,革新的;富有革新精神的"
第35天 Unit 9 Lesson 3,universe,n.宇宙
第35天 Unit 9 Lesson 3,*universal,adj.普遍的;全体的
第35天 Unit 9 Lesson 3,space,n.太空;空间;外层空间
第35天 Unit 9 Lesson 3,conversation,"n.谈话,交谈,会话"
第35天 Unit 9 Lesson 3,convert,"v.(使)转变,转换;(使)改变信仰 n.改变信仰者"
第35天 Unit 9 Lesson 3,*conversion,"n.转变,转换;转化"
第35天 Unit 9 Lesson 3,*convertible,adj.可改变的;可转换的
第35天 Unit 9 Lesson 3,satellite,n.卫星;人造卫星
第35天 Unit 9 Lesson 3,planet,n.行星;地球
第35天 Unit 9 Lesson 3,globe,"n.地球,世界;地球仪;球体"
第35天 Unit 9 Lesson 3,earth,"n.世界;地球;地面,陆地;土,泥"
第35天 Unit 9 Lesson 3,earthquake,n.地震
第35天 Unit 9 Lesson 3,diverse,adj.不同的;多种多样的
第35天 Unit 9 Lesson 3,reverse,v.逆转 adj.相反的;反向的 n.相反的情况
第35天 Unit 9 Lesson 3,*reversely,adv.相对地;反对地
第35天 Unit 9 Lesson 3,anniversary,n.周年纪念日
第35天 Unit 9 Lesson 3,annual,adj.每年的;年度的;一年一次的
第36天 Unit 9 Lesson 4,,
第36天 Unit 9 Lesson 4,centre/-ter,"n.中心,中央"
第36天 Unit 9 Lesson 4,*central,"adj.最重要的,首要的;在中心的"
第36天 Unit 9 Lesson 4,core,"n.中心,核心;果核 adj.核心的;主要的"
第36天 Unit 9 Lesson 4,decorate,v.装饰;装修
第36天 Unit 9 Lesson 4,*decoration,n.装饰;修饰
第36天 Unit 9 Lesson 4,incentive,n.动机;刺激;激励
第36天 Unit 9 Lesson 4,decent,"adj.得体的,体面的;正派的"
第36天 Unit 9 Lesson 4,accent,n.口音;腔调;重音
第36天 Unit 9 Lesson 4,tone,n.音调;语气;腔调 v.使(皮肤、肌肉等)更强健
第36天 Unit 9 Lesson 4,tune,n.曲调;曲子 v.调整;使协调
第36天 Unit 9 Lesson 4,oral,adj.口头的;口腔的 n.口试
第36天 Unit 9 Lesson 4,recent,"adj.近来的,新近的"
第36天 Unit 9 Lesson 4,*recently,adv.最近;不久前
第36天 Unit 9 Lesson 4,century,n.世纪;百年
第36天 Unit 9 Lesson 4,concentrate,"v.集中(注意力),专心;聚精会神 n.浓缩物"
第36天 Unit 9 Lesson 4,*concentration,n.专心;浓度
第36天 Unit 9 Lesson 4,focus,n.焦点;中心 v.(使)聚焦;集中(注意力、精力等)
第36天 Unit 9 Lesson 4,attention,"n.注意力,专心,留心"
第36天 Unit 9 Lesson 4,emphasise/-ize,v.强调;重视;使突出
第36天 Unit 9 Lesson 4,*emphasis,n.强调;重视
第36天 Unit 9 Lesson 4,analyse/-yze,v.分析
第36天 Unit 9 Lesson 4,*analyst,"n.分析者,化验员"
第36天 Unit 9 Lesson 4,analysis,n.分析
第36天 Unit 9 Lesson 4,quality,n.质量;品质;素质 adj.优质的;高质量的
第36天 Unit 9 Lesson 4,qualify,v.取得资格(或学历);(使)合格;(使)有权
第36天 Unit 9 Lesson 4,*qualification,n.资格;学历;资历
第36天 Unit 9 Lesson 4,*qualified,adj.具备……的学历;符合资格
第36天 Unit 9 Lesson 4,quantity,"n.量,数量"
第36天 Unit 9 Lesson 4,amount,n.数量 v.等于;总计
第36天 Unit 9 Lesson 4,stock,n.库存;股票 v.存货;贮存
第36天 Unit 9 Lesson 4,store,"n.商店 v.贮存,贮藏"
第36天 Unit 9 Lesson 4,restore,v.恢复;修复;归还
第36天 Unit 9 Lesson 4,*restoration,n.恢复;修复
第36天 Unit 9 Lesson 4,blank,adj.空白的;空着的 n.空白(处);空格
第36天 Unit 9 Lesson 4,blanket,"n.毛毯,毯子"
第36天 Unit 9 Lesson 4,pet,n.宠物;宠儿
第36天 Unit 9 Lesson 4,appetite,n.胃口;喜爱
第36天 Unit 9 Lesson 4,pat,v./n.轻拍
第36天 Unit 9 Lesson 4,career,n.职业;事业
第36天 Unit 9 Lesson 4,scarce,"adj.缺乏的,不足的;稀少的"
第36天 Unit 9 Lesson 4,*scarcely,adv.勉强;几乎不
第36天 Unit 9 Lesson 4,carbon,n.碳
第36天 Unit 9 Lesson 4,rare,adj.稀少的;珍贵的
第36天 Unit 9 Lesson 4,*rarely,"adv.罕有,很少,不常"
第36天 Unit 9 Lesson 4,hardly,"adv.几乎不;才,刚刚"
第36天 Unit 9 Lesson 4,seldom,"adv.很少,不常"
第36天 Unit 9 Lesson 4,vehicle,"n.交通工具,车辆;工具"
第36天 Unit 9 Lesson 4,automatic,adj.自动的;无意识的 n.自动换挡汽车
第36天 Unit 9 Lesson 4,autonomy,n.自治(权);自主(权)
第36天 Unit 9 Lesson 4,engine,"n.发动机,引擎;机车;火车头"
第36天 Unit 9 Lesson 4,engineer,n.工程师;技师
第36天 Unit 9 Lesson 4,*engineering,n.工程;工程学
第36天 Unit 9 Lesson 4,garage,n.车库;汽车修理厂
第36天 Unit 9 Lesson 4,shelf,n.架;搁板
第36天 Unit 9 Lesson 4,oven,n.烤箱;烤炉
第36天 Unit 9 Lesson 4,character,"n.品质,性格;特点,特征;人物,角色"
第36天 Unit 9 Lesson 4,characteristic,"n.特征,特点 adj.特有的,典型的"
第36天 Unit 9 Lesson 4,characterise/-ize,v.是……的特征;描述
第36天 Unit 9 Lesson 4,trait,"n.(人的个性的)特征,特点"
第36天 Unit 9 Lesson 4,feature,"n.特色,特征,特点 v.以……为特色"
第36天 Unit 9 Lesson 4,feather,n.羽毛;翎毛;羽状物
第36天 Unit 9 Lesson 4,identity,"n.身份;特性;同一性,一致"
第36天 Unit 9 Lesson 4,identify,"v.认出,识别;找到"
第36天 Unit 9 Lesson 4,*identification,"n.鉴别,识别;身份证明"
第36天 Unit 9 Lesson 4,doubt,v.怀疑;不相信 n.不确定;疑问
第36天 Unit 9 Lesson 4,*undoubtedly,"adv.无疑地,肯定地"
第36天 Unit 9 Lesson 4,doubtful,adj.不确定的;怀疑的
第36天 Unit 9 Lesson 4,sceptical/skeptical,adj.表示怀疑的;不相信的
第36天 Unit 9 Lesson 4,*scepticism/skepticism,n.怀疑态度;怀疑主义
第36天 Unit 9 Lesson 4,certain,adj.某一;确定的;一定的 pron.某些
第36天 Unit 9 Lesson 4,*certainly,adv.当然;肯定;无疑
第36天 Unit 9 Lesson 4,uncertain,adj.犹豫的;不确定的
第36天 Unit 9 Lesson 4,certificate,"n.证书,证明书;合格证书"
第36天 Unit 9 Lesson 4,licence/-se,"n.执照,许可证"
第36天 Unit 9 Lesson 4,sure,"adj.确信的,当然的 adv.确信地,当然地"
第36天 Unit 9 Lesson 4,insure,v.投保;承保
第36天 Unit 9 Lesson 4,*insurance,n.保险;保费;保障措施
第36天 Unit 9 Lesson 4,assure,v.向……保证;使确信
第36天 Unit 9 Lesson 4,ensure,"v.保证,确保"
第37天 Unit 10 Lesson 1,,
第37天 Unit 10 Lesson 1,crazy,adj.疯狂的;狂热的
第37天 Unit 10 Lesson 1,fan,"n.狂热爱好者,迷;扇子,风扇"
第37天 Unit 10 Lesson 1,fancy,n./v.想象;想要;喜欢 adj.精致的;绚丽的
第37天 Unit 10 Lesson 1,fantasy,"n.幻想,想象"
第37天 Unit 10 Lesson 1,fantastic,adj.极好的;了不起的
第37天 Unit 10 Lesson 1,coast,n.海岸;海滨
第37天 Unit 10 Lesson 1,*coastal,adj.沿海的;靠近海岸的
第37天 Unit 10 Lesson 1,sail,v.航行;乘船航行;驾驶(帆船) n.帆;航行
第37天 Unit 10 Lesson 1,*sailor,n.海员;水手
第37天 Unit 10 Lesson 1,voyage,n./v.航行;旅行
第37天 Unit 10 Lesson 1,marine,adj.海洋的;海产的;海事的
第37天 Unit 10 Lesson 1,seal,v.封上(信封);密封 n.印章;密封装置
第37天 Unit 10 Lesson 1,conceal,v.隐藏;隐瞒;掩盖
第37天 Unit 10 Lesson 1,wreck,"n.沉船;失事;交通事故 v.破坏,毁坏"
第37天 Unit 10 Lesson 1,beach,n.海滩;沙滩;海滨
第37天 Unit 10 Lesson 1,physical,adj.身体的;物质的;物理学的
第37天 Unit 10 Lesson 1,physics,n.物理学
第37天 Unit 10 Lesson 1,*physicist,n.物理学家
第37天 Unit 10 Lesson 1,fat,adj.肥胖的;大量的 n.脂肪;肥肉
第37天 Unit 10 Lesson 1,obesity,n.肥胖
第37天 Unit 10 Lesson 1,*obese,"adj.臃肿的,肥胖的"
第37天 Unit 10 Lesson 1,slim,"adj.苗条的;修长的;纤细的;小的,少的"
第37天 Unit 10 Lesson 1,slice,n.薄片;小块;部分 v.切
第37天 Unit 10 Lesson 1,lean,"v.倾斜,倾向;倚靠 adj.精简的;苗条的,瘦的"
第37天 Unit 10 Lesson 1,thin,adj.薄的;瘦的;细的;稀薄的
第37天 Unit 10 Lesson 1,weight,n.重量;体重;重担 v.使负重
第37天 Unit 10 Lesson 1,weigh,v.有……重;称重量;权衡;认真考虑
第37天 Unit 10 Lesson 1,overweight,"adj.太胖的,超重的"
第37天 Unit 10 Lesson 1,volume,n.体积;容积;音量;一卷
第37天 Unit 10 Lesson 1,vessel,n.船;容器;脉管;导管
第37天 Unit 10 Lesson 1,litre/-ter,n.升(容量单位)
第37天 Unit 10 Lesson 1,little,adj.小的;幼小的 adv./det./pron.少量(的)
第37天 Unit 10 Lesson 1,less,pron./adv.更少(地);更小(地)
第37天 Unit 10 Lesson 1,soul,n.灵魂;内心;精神世界
第37天 Unit 10 Lesson 1,mental,adj.精神的;智力的;思想的
第37天 Unit 10 Lesson 1,fundamental,adj.基础的;根本的;重要的
第37天 Unit 10 Lesson 1,fund,"n.资金;基金 v.为……提供资金,拨款给……"
第37天 Unit 10 Lesson 1,total,"adj.总的,全部的 n.总数,总计"
第37天 Unit 10 Lesson 1,*totally,"adv.全部地,完全地"
第37天 Unit 10 Lesson 1,whole,"n.整个;全部,全体 adj.全部的;完整的"
第37天 Unit 10 Lesson 1,sum,"n.金额;算术;总数 v.总结;合计,总计"
第37天 Unit 10 Lesson 1,digital,adj.数字的;数码的
第37天 Unit 10 Lesson 1,fatal,adj.严重的;致命的
第37天 Unit 10 Lesson 1,talent,n.天赋;天才
第37天 Unit 10 Lesson 1,genius,"n.天才;天赋;才能,本领"
第37天 Unit 10 Lesson 1,gift,n.礼物;赠品;天赋;天才
第37天 Unit 10 Lesson 1,present,v.提出;展示 adj.出席的;现在的 n.礼物;现在
第37天 Unit 10 Lesson 1,*presence,"n.在场,出席;出现;存在"
第37天 Unit 10 Lesson 1,peasant,n.农民
第37天 Unit 10 Lesson 1,absent,adj.缺席的;不存在的
第37天 Unit 10 Lesson 1,*absent-minded,adj.心不在焉的
第37天 Unit 10 Lesson 1,absence,n.缺席
第37天 Unit 10 Lesson 1,represent,v.代表;作为……的代言人;维护……的利益
第37天 Unit 10 Lesson 1,*representation,"n.代理,代表;描绘,表现"
第37天 Unit 10 Lesson 1,representative,n.代表 adj.典型的;有代表性的
第37天 Unit 10 Lesson 1,behalf,n.代表;利益
第37天 Unit 10 Lesson 1,delegate,n.代表 v.授(权)
第37天 Unit 10 Lesson 1,important,"adj.重要的,重大的"
第37天 Unit 10 Lesson 1,importance,n.重要(性)
第37天 Unit 10 Lesson 1,necessary,adj.必需的;必要的;必然的
第37天 Unit 10 Lesson 1,*necessarily,adv.必然地;不可避免地
第37天 Unit 10 Lesson 1,necessity,n.必要;必然性;必需品
第37天 Unit 10 Lesson 1,unnecessary,adj.不需要的;不必要的
第37天 Unit 10 Lesson 1,vital,adj.至关重要的;必不可少的
第37天 Unit 10 Lesson 1,indispensable,"adj.必不可少的,不可或缺的"
第37天 Unit 10 Lesson 1,inevitable,adj.不可避免的;不能防止的
第37天 Unit 10 Lesson 1,essential,adj.必不可少的;本质的 n.必需品;要素
第37天 Unit 10 Lesson 1,critical,adj.批评的;关键的;危急的
第37天 Unit 10 Lesson 1,critic,"n.批评家,评论家"
第37天 Unit 10 Lesson 1,criticism,n.批评;批判;评论
第37天 Unit 10 Lesson 1,criticise/-ize,v.批评;评论
第37天 Unit 10 Lesson 1,ironic,adj.反语的;讽刺的;好笑的
第37天 Unit 10 Lesson 1,primary,adj.小学教育的;初等教育的;主要的;最初的
第37天 Unit 10 Lesson 1,*primarily,adv.主要地;根本地
第37天 Unit 10 Lesson 1,prime,adj.主要的;优质的 n.盛年;鼎盛时期
第37天 Unit 10 Lesson 1,preliminary,adj.预备性的;初步的 n.初步行动(或活动)
第37天 Unit 10 Lesson 1,primitive,adj.原始的;落后的
第37天 Unit 10 Lesson 1,secondary,adj.次要的;从属的;中学的
第38天 Unit 10 Lesson 2,,
第38天 Unit 10 Lesson 2,sign,n.迹象;标志;手势 v.签(名);签字;签约;示意
第38天 Unit 10 Lesson 2,signal,n.信号;标志 v.发信号;表明
第38天 Unit 10 Lesson 2,signature,n.署名;签字
第38天 Unit 10 Lesson 2,significant,"adj.重要的,有重大意义的;显著的"
第38天 Unit 10 Lesson 2,*significance,n.重要性;意义
第38天 Unit 10 Lesson 2,*significantly,adv.显著地;明显地
第38天 Unit 10 Lesson 2,assign,v.分配(某物);指派;委派
第38天 Unit 10 Lesson 2,*assignment,n.任务;分派
第38天 Unit 10 Lesson 2,mark,n.标记;成绩;等级 v.做记号;标记
第38天 Unit 10 Lesson 2,remark,n.言论;评述 v.说起;评论
第38天 Unit 10 Lesson 2,remarkable,"adj.非凡的;显著的,引人注目的"
第38天 Unit 10 Lesson 2,comment,n.议论;评论;解释 v.表达意见
第38天 Unit 10 Lesson 2,symbol,"n.象征;符号,记号"
第38天 Unit 10 Lesson 2,*symbolic,adj.象征的;符号的
第38天 Unit 10 Lesson 2,*symbolise/-ize,"v.象征,代表"
第38天 Unit 10 Lesson 2,brand,n.商标;品牌
第38天 Unit 10 Lesson 2,label,n.标签;商标 v.贴标签于
第38天 Unit 10 Lesson 2,symptom,n.症状;征兆
第38天 Unit 10 Lesson 2,sympathy,"n.同情;赞同,支持"
第38天 Unit 10 Lesson 2,*sympathise/-ize,"v.同情;赞同,支持"
第38天 Unit 10 Lesson 2,mercy,"n.仁慈;幸运,恩惠"
第38天 Unit 10 Lesson 2,pity,"n.同情;遗憾,可惜"
第38天 Unit 10 Lesson 2,regret,v.感到遗憾;懊悔 n.遗憾;懊悔
第38天 Unit 10 Lesson 2,apologise/-ize,v.道歉
第38天 Unit 10 Lesson 2,*apology,n.道歉
第38天 Unit 10 Lesson 2,forgive,v.原谅
第38天 Unit 10 Lesson 2,forget,"v.遗忘,忘记"
第38天 Unit 10 Lesson 2,*forgettable,"adj.易被忘记的,容易遗忘的"
第38天 Unit 10 Lesson 2,reason,n.原因;道理;理性 v.推理;思考
第38天 Unit 10 Lesson 2,*reasonable,adj.公平的;合理的;明智的
第38天 Unit 10 Lesson 2,sake,n.缘故;为了……起见
第38天 Unit 10 Lesson 2,element,n.要素;因素;基础
第38天 Unit 10 Lesson 2,*elementary,adj.基本的;初级的
第38天 Unit 10 Lesson 2,factor,n.因素;要素
第38天 Unit 10 Lesson 2,cause,v.导致 n.原因;理由
第38天 Unit 10 Lesson 2,because,conj.因为
第38天 Unit 10 Lesson 2,due,adj.由于;预期的;应得的 n.应付款
第38天 Unit 10 Lesson 2,increase,n.增加;增长;增多 v.增加;增长;增多
第38天 Unit 10 Lesson 2,increasingly,adv.越来越多地;不断增加地
第38天 Unit 10 Lesson 2,decrease,"n.降低,下降;减少 v.降低,下降;减少"
第38天 Unit 10 Lesson 2,reduce,v.减少;缩小
第38天 Unit 10 Lesson 2,reduction,"n.减少,缩小;降低"
第38天 Unit 10 Lesson 2,plus,prep.加 n.优势;加号 adj.余;零上的 conj.另外
第38天 Unit 10 Lesson 2,shrink,"v.(使)收缩;(使)减少;退缩,畏缩"
第38天 Unit 10 Lesson 2,home,n.家;家庭;家乡 adv.在家;到家
第38天 Unit 10 Lesson 2,*homeless,adj.无家可归的
第38天 Unit 10 Lesson 2,*homeland,n.家乡;祖国
第38天 Unit 10 Lesson 2,house,"n.住宅,房子"
第38天 Unit 10 Lesson 2,private,adj.私有的;私人的;私下的;个体的
第38天 Unit 10 Lesson 2,privacy,n.隐私;私密;独处
第38天 Unit 10 Lesson 2,domestic,adj.家庭的;国内的
第38天 Unit 10 Lesson 2,*domestically,adv.国内地;家庭式地
第38天 Unit 10 Lesson 2,dominant,adj.首要的;占支配地位的;(基因)显性的;优势的
第38天 Unit 10 Lesson 2,nation,n.国家;民族;国民
第38天 Unit 10 Lesson 2,*national,adj.国家的;民族的;国有的
第38天 Unit 10 Lesson 2,*native,adj.本地的;本国的 n.本地人;本国人
第38天 Unit 10 Lesson 2,nationality,n.国籍;民族
第38天 Unit 10 Lesson 2,nationwide,adj.全国性的;全国各地的 adv.在全国范围内
第38天 Unit 10 Lesson 2,country,n.国家;农村
第38天 Unit 10 Lesson 2,countryside,"n.乡下,农村"
第38天 Unit 10 Lesson 2,village,"n.村庄,村镇;村民"
第38天 Unit 10 Lesson 2,urban,adj.城市的;市内的
第38天 Unit 10 Lesson 2,*urbanise/-ize,v.使都市化
第38天 Unit 10 Lesson 2,*urbanisation/-zation,n.城市化
第38天 Unit 10 Lesson 2,rural,"adj.乡村的,农村的"
第38天 Unit 10 Lesson 2,suburb,n.市郊;郊区
第38天 Unit 10 Lesson 2,province,n.省份
第38天 Unit 10 Lesson 2,island,n.岛
第38天 Unit 10 Lesson 2,landlord,n.地主;房东;店主
第38天 Unit 10 Lesson 2,*landlady,n.女地主;女房东;女店主
第38天 Unit 10 Lesson 2,continent,n.洲;大陆
第38天 Unit 10 Lesson 2,enter,"v.进入,进去;参加;加入"
第38天 Unit 10 Lesson 2,*entrance,"n.入口,门口;进入;进入权"
第38天 Unit 10 Lesson 2,entry,n.入口处;进入
第38天 Unit 10 Lesson 2,permanent,adj.永久的;永恒的
第38天 Unit 10 Lesson 2,potential,"n.潜力,潜能 adj.潜在的;可能的"
第38天 Unit 10 Lesson 2,spot,"n.地点,场所;污渍;斑点 v.看见;发现"
第38天 Unit 10 Lesson 2,plot,v.密谋;策划 n.故事情节;密谋
第38天 Unit 10 Lesson 2,stain,"n.污点,污渍 v.(被)玷污;给……染色"
第38天 Unit 10 Lesson 2,fluent,adj.流利的;流畅的
第38天 Unit 10 Lesson 2,*fluently,adv.流利地;流畅地
第38天 Unit 10 Lesson 2,smooth,adj.光滑的;顺利的;平稳的
第38天 Unit 10 Lesson 2,agent,n.代理人;经纪人
第38天 Unit 10 Lesson 2,agency,n.服务机构;代理机构;(政府的)专门机构
第39天 Unit 10 Lesson 3,,
